"",WORD_FREQ_MAKE,WORD_FREQ_ADDRESS,WORD_FREQ_ALL,WORD_FREQ_3D,WORD_FREQ_OUR,WORD_FREQ_OVER,WORD_FREQ_REMOVE,WORD_FREQ_INTERNET,WORD_FREQ_ORDER,WORD_FREQ_MAIL,WORD_FREQ_RECEIVE,WORD_FREQ_WILL,WORD_FREQ_PEOPLE,WORD_FREQ_REPORT,WORD_FREQ_ADDRESSES,WORD_FREQ_FREE,WORD_FREQ_BUSINESS,WORD_FREQ_EMAIL,WORD_FREQ_YOU,WORD_FREQ_CREDIT,WORD_FREQ_YOUR,WORD_FREQ_FONT,WORD_FREQ_000,WORD_FREQ_MONEY,WORD_FREQ_HP,WORD_FREQ_HPL,WORD_FREQ_GEORGE,WORD_FREQ_650,WORD_FREQ_LAB,WORD_FREQ_LABS,WORD_FREQ_TELNET,WORD_FREQ_857,WORD_FREQ_DATA,WORD_FREQ_415,WORD_FREQ_85,WORD_FREQ_TECHNOLOGY,WORD_FREQ_1999,WORD_FREQ_PARTS,WORD_FREQ_PM,WORD_FREQ_DIRECT,WORD_FREQ_CS,WORD_FREQ_MEETING,WORD_FREQ_ORIGINAL,WORD_FREQ_PROJECT,WORD_FREQ_RE,WORD_FREQ_EDU,WORD_FREQ_TABLE,WORD_FREQ_CONFERENCE,CHAR_FREQ_;,CHAR_FREQ_(,CHAR_FREQ_[,CHAR_FREQ_!,CHAR_FREQ_$,CHAR_FREQ_#,CAPITAL_RUN_LENGTH_AVERAGE,CAPITAL_RUN_LENGTH_LONGEST,CAPITAL_RUN_LENGTH_TOTAL,SPAM
10,-0.347922,-0.248027,-0.565245,-0.046644,-0.473040,-0.350205,2.120966,-0.263265,-0.325617,2.545964,4.905454,-0.640525,-0.315759,-0.176899,-0.185016,-0.318305,-0.325939,1.425409,1.199645,-0.168068,0.130489,-0.122848,-0.286433,-0.210737,-0.34241,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,2.813061,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.160010,-0.525294,-0.164364,0.214492,-0.317325,-0.105071,-0.122857,-0.231210,-0.436777,1
11,-0.347922,-0.248027,-0.080427,-0.046644,0.079508,0.555601,0.333617,-0.263265,-0.325617,-0.378366,0.343825,-0.504533,0.072248,-0.176899,-0.185016,-0.318305,-0.325939,-0.348856,-0.315721,-0.168068,-0.034841,-0.122848,-0.286433,-0.210737,-0.34241,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.072883,-0.364841,-0.164364,0.452864,-0.317325,-0.105071,-0.124939,-0.206155,-0.173271,1
12,-0.347922,1.271107,0.094108,-0.046644,0.021345,-0.350205,-0.295731,-0.263265,-0.325617,-0.378366,-0.307836,0.141426,-0.315759,-0.176899,-0.185016,0.108060,-0.325939,2.220132,0.210134,-0.168068,0.200101,-0.122848,-0.286433,-0.210737,-0.34241,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.160010,-0.321081,-0.164364,0.598733,-0.317325,-0.105071,-0.049962,0.044398,-0.048792,1
13,-0.347922,-0.248027,-0.565245,-0.046644,0.835626,-0.350205,1.969922,-0.263265,-0.325617,0.992414,4.579624,-0.640525,2.594295,-0.176899,-0.185016,-0.318305,-0.325939,-0.348856,0.566358,-0.168068,0.078279,-0.122848,-0.286433,-0.210737,-0.34241,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.160010,-0.525294,-0.164364,-0.333407,-0.317325,-0.105071,-0.099594,-0.226199,-0.430310,1
14,-0.347922,-0.248027,2.188522,-0.046644,0.559352,0.917923,-0.295731,0.589908,-0.325617,0.703027,-0.307836,-0.243883,-0.315759,-0.176899,-0.185016,6.390666,-0.325939,-0.348856,0.843421,-0.168068,1.775089,-0.122848,0.709882,-0.210737,-0.34241,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.160010,-0.153335,-0.164364,0.089970,-0.317325,-0.105071,-0.102974,-0.141011,-0.139322,1
15,-0.347922,0.676663,0.249249,-0.046644,1.373632,-0.350205,0.761574,-0.263265,-0.325617,1.555957,-0.307836,-0.640525,-0.315759,-0.176899,-0.185016,1.274292,-0.325939,-0.348856,-0.010386,0.662756,0.400238,-0.122848,-0.286433,0.762226,-0.34241,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,2.654017,-0.061566,-0.187653,1.122825,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.160010,-0.295555,-0.164364,0.344944,-0.054475,-0.105071,0.008300,0.014332,-0.068191,1
16,-0.347922,-0.248027,-0.565245,-0.046644,0.893788,-0.350205,-0.295731,-0.263265,-0.325617,-0.378366,-0.307836,-0.640525,-0.315759,-0.176899,-0.185016,-0.318305,-0.325939,-0.348856,0.091392,-0.168068,1.757686,-0.122848,-0.286433,-0.210737,-0.34241,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.160010,-0.525294,-0.164364,0.174171,-0.317325,-0.105071,-0.022083,-0.105933,-0.297749,1
17,-0.347922,-0.248027,-0.565245,-0.046644,-0.473040,-0.350205,-0.295731,-0.263265,-0.325617,-0.378366,-0.307836,-0.640525,-0.315759,-0.176899,-0.185016,-0.318305,-0.325939,-0.348856,-0.971626,-0.168068,1.131171,-0.122848,1.706196,-0.210737,-0.34241,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.160010,-0.525294,-0.164364,2.008802,1.226400,-0.105071,0.907483,0.214775,0.274528,1
18,-0.347922,-0.248027,0.501355,-0.046644,1.140981,-0.350205,0.157400,-0.263265,-0.325617,-0.378366,-0.307836,-0.640525,2.658963,-0.176899,0.558303,-0.318305,0.482602,0.334975,0.809495,-0.168068,0.095682,-0.122848,-0.286433,-0.210737,-0.34241,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.160010,0.138397,-0.164364,0.206191,-0.317325,-0.105071,-0.122615,-0.241232,-0.357563,1
19,-0.347922,1.139008,-0.565245,-0.046644,1.838936,0.772994,-0.295731,-0.263265,0.773244,-0.378366,-0.307836,0.073431,-0.315759,-0.176899,5.059511,0.471723,0.351487,5.528397,0.283640,-0.168068,0.957139,-0.122848,0.596017,1.248707,-0.34241,-0.3085,-0.208346,0.338881,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,4.785004,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.160010,0.477536,-0.164364,-0.268181,1.752101,-0.105071,-0.056569,0.194730,-0.170037,1
20,-0.347922,-0.248027,-0.565245,-0.046644,-0.473040,-0.350205,-0.295731,-0.263265,-0.325617,-0.378366,-0.307836,-0.640525,-0.315759,-0.176899,-0.185016,-0.318305,-0.325939,-0.348856,-0.971626,-0.168068,-0.704864,-0.122848,-0.286433,-0.210737,-0.342410,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.160010,2.133117,-0.164364,0.531135,-0.317325,-0.105071,-0.046793,-0.216177,-0.433544,1
21,-0.181238,-0.093912,-0.371318,-0.046644,0.632055,-0.169044,0.081878,-0.214512,1.623975,-0.378366,0.235215,-0.107891,-0.251091,-0.176899,-0.185016,-0.318305,-0.282234,-0.108591,0.210134,0.029747,0.661286,-0.122848,-0.144102,-0.210737,-0.342410,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.205391,-0.102442,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,0.006324,-0.156982,-0.013018,-0.036925,-0.125403,0.030290,-0.084931,0.069454,3.181179,1
22,-0.347922,-0.248027,-0.565245,-0.046644,3.801934,-0.350205,-0.295731,-0.263265,-0.325617,-0.378366,-0.307836,-0.640525,-0.315759,-0.176899,-0.185016,3.368494,-0.325939,-0.348856,-0.971626,-0.168068,-0.704864,-0.122848,-0.286433,-0.210737,-0.342410,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,1.439971,0.947954,-0.164364,0.626009,-0.317325,-0.105071,-0.015897,-0.201144,-0.415761,1
23,-0.347922,-0.248027,-0.565245,-0.046644,1.213684,-0.350205,-0.295731,-0.263265,-0.325617,-0.378366,-0.307836,0.016767,-0.315759,-0.176899,-0.185016,1.136350,-0.325939,1.795047,-0.315721,-0.168068,0.817914,-0.122848,-0.286433,-0.210737,-0.342410,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.160010,-0.040289,-0.164364,0.457608,-0.317325,-0.105071,-0.128318,-0.236221,-0.359180,1
24,-0.347922,-0.248027,-0.565245,-0.046644,-0.473040,-0.350205,-0.295731,-0.263265,-0.325617,-0.378366,-0.307836,-0.640525,-0.315759,-0.176899,-0.185016,-0.318305,-0.325939,-0.348856,-0.971626,-0.168068,-0.704864,-0.122848,-0.286433,-0.210737,-0.342410,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,1.070842,-0.204025,-0.073094,-0.116407,-0.160010,0.189450,-0.164364,0.131477,0.500432,-0.105071,0.002477,-0.151033,-0.338164,1
25,-0.181238,-0.093912,-0.371318,-0.046644,0.632055,-0.169044,0.081878,-0.214512,1.623975,-0.378366,0.235215,-0.107891,-0.251091,-0.176899,-0.185016,-0.318305,-0.282234,-0.108591,0.210134,0.029747,0.661286,-0.122848,-0.144102,-0.210737,-0.342410,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.205391,-0.102442,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,0.006324,-0.156982,-0.013018,-0.036925,-0.125403,0.030290,-0.085051,0.069454,3.179562,1
26,-0.347922,-0.248027,-0.565245,-0.046644,-0.473040,-0.350205,3.883140,-0.263265,-0.325617,-0.378366,-0.307836,-0.640525,-0.315759,-0.176899,-0.185016,-0.318305,-0.325939,-0.348856,0.911273,-0.168068,-0.704864,-0.122848,-0.286433,7.503467,-0.342410,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.160010,-0.525294,-0.164364,0.103015,-0.317325,-0.105071,-0.083664,-0.201144,-0.394745,1
27,-0.347922,-0.248027,-0.565245,-0.046644,-0.473040,-0.350205,-0.295731,-0.263265,-0.325617,-0.378366,-0.307836,-0.640525,-0.315759,-0.176899,-0.185016,3.857559,-0.325939,-0.348856,-0.971626,-0.168068,-0.704864,-0.122848,-0.286433,-0.210737,-0.342410,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.160010,0.758328,-0.164364,0.084040,-0.317325,-0.105071,-0.041755,-0.206155,-0.412528,1
28,-0.347922,-0.248027,-0.565245,-0.046644,0.472107,-0.350205,1.340574,-0.263265,-0.325617,-0.378366,3.221996,0.096096,-0.315759,-0.176899,-0.185016,0.496804,2.514879,-0.348856,-0.236560,10.157878,0.426343,-0.122848,-0.286433,1.295039,-0.342410,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.160010,1.148521,-0.164364,-0.225487,-0.317325,-0.105071,-0.081370,0.069454,-0.262184,1
29,3.552478,-0.248027,-0.565245,-0.046644,-0.473040,-0.350205,-0.295731,-0.263265,-0.325617,-0.378366,-0.307836,0.685392,-0.315759,-0.176899,-0.185016,-0.318305,2.230797,-0.348856,1.018706,-0.168068,-0.704864,-0.122848,-0.286433,-0.210737,-0.342410,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,0.812664,-0.204025,-0.073094,-0.116407,-0.160010,-0.525294,-0.164364,0.717326,-0.317325,-0.105071,-0.103124,-0.211166,-0.375346,1
30,-0.347922,-0.248027,5.310751,-0.046644,-0.473040,-0.350205,-0.295731,-0.263265,-0.325617,-0.378366,-0.307836,-0.640525,-0.315759,-0.176899,-0.185016,3.481355,-0.325939,-0.348856,-0.971626,-0.168068,-0.704864,-0.122848,-0.286433,-0.210737,-0.342410,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.160010,0.758328,-0.164364,2.171274,-0.317325,-0.105071,-0.044500,-0.206155,-0.401211,1
31,-0.347922,-0.248027,-0.565245,-0.046644,2.275158,0.628065,-0.295731,-0.263265,-0.325617,-0.378366,-0.307836,0.277418,-0.315759,-0.176899,-0.185016,0.020279,-0.325939,-0.348856,1.013051,-0.168068,1.644565,-0.122848,-0.286433,0.414739,-0.342410,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.160010,-0.361195,-0.164364,-0.333407,0.062348,-0.105071,-0.120503,-0.206155,-0.326848,1
32,-0.347922,-0.248027,-0.565245,-0.046644,-0.473040,-0.350205,-0.295731,-0.263265,-0.325617,-0.378366,-0.307836,-0.640525,-0.315759,-0.176899,-0.185016,-0.318305,-0.325939,8.577915,1.759426,-0.168068,-0.704864,-0.122848,-0.286433,-0.210737,-0.342410,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.160010,-0.525294,-0.164364,-0.333407,0.942688,-0.105071,-0.111150,-0.236221,-0.443243,1
33,-0.347922,1.249090,-0.565245,-0.046644,-0.473040,-0.350205,-0.295731,-0.263265,-0.325617,0.657334,7.077659,-0.640525,-0.315759,-0.176899,-0.185016,-0.318305,-0.325939,-0.348856,0.181862,-0.168068,-0.113156,-0.122848,-0.286433,-0.210737,0.063236,-0.3085,-0.208346,1.029997,-0.170587,-0.236121,3.348100,-0.149368,-0.179822,-0.151691,1.079063,-0.257148,2.866052,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.160010,-0.525294,1.585574,-0.333407,-0.317325,-0.105071,-0.047005,-0.110944,-0.043942,1
34,-0.347922,-0.248027,4.399293,-0.046644,-0.473040,-0.350205,-0.295731,-0.263265,-0.325617,-0.378366,-0.307836,-0.640525,-0.315759,-0.176899,-0.185016,-0.318305,-0.325939,-0.348856,1.923402,-0.168068,-0.704864,-0.122848,-0.286433,-0.210737,-0.342410,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,-0.160010,0.597876,-0.164364,1.496481,-0.317325,-0.105071,-0.078655,-0.231210,-0.430310,1
35,-0.347922,-0.248027,-0.565245,-0.046644,3.801934,-0.350205,-0.295731,-0.263265,-0.325617,-0.378366,-0.307836,-0.640525,-0.315759,-0.176899,-0.185016,3.368494,-0.325939,-0.348856,-0.971626,-0.168068,-0.704864,-0.122848,-0.286433,-0.210737,-0.342410,-0.3085,-0.208346,-0.240163,-0.170587,-0.236121,-0.164102,-0.149368,-0.179822,-0.151691,-0.203473,-0.257148,-0.338037,-0.061566,-0.187653,-0.191804,-0.130233,-0.178329,-0.210366,-0.131987,-0.306107,-0.204025,-0.073094,-0.116407,1.566703,1.064647,-0.164364,0.701909,-0.317325,-0.105071,-0.037470,-0.201144,-0.423844,1
